заголовок,movieId,title,id,genres,cast,vote_average,director,keywords,title_key,title_ru,directors_x1,directors_x2,directors_cluster,genre_x1,genre_x2,genre_x3,genre_cluster,cast_x1,cast_x2,cast_cluster,keywords_x1,keywords_x2,keywords_cluster
 Похищение (2011),90524,Abduction (2011),59965,"['Action', 'Mystery', 'Thriller']","['AlfredMolina', 'JasonIsaacs', 'LilyCollins', 'TaylorLautner']",5.6,John Singleton,"['airport', 'cia', 'fight', 'hero', 'hospital', 'kidnapping', 'ontherun', 'party', 'teenager', 'timebomb', 'train', 'training', 'webcam', 'website']",abduction,,2.1682053,4.9195504,0,16.290344,1.5672896,-0.011819392,17,0.14159694,3.4740238,11,18.018658,-4.936038,1
 Позор (2011),90531,Shame (2011),76025,['Drama'],"['CareyMulligan', 'JamesBadgeDale', 'MichaelFassbender', 'NicoleBeharie']",7.0,Steve McQueen,"['brothersisterrelationship', 'newyorkcity', 'pornography', 'sexaddict', 'sexaddiction', 'thirtysomething']",shame,,5.3920774,6.011384,0,-15.337273,18.879065,14.114953,2,-0.30100554,3.3885863,11,-18.822206,-2.6136246,0
 Какой у тебя номер? (2011),90576,What's Your Number? (2011),63492,"['Comedy', 'Romance']","['AnnaFaris', 'ChrisEvans', 'ChrisPratt', 'MartinFreeman']",6.2,Mark Mylod,"['basedonnovel', 'boyfriend', 'fired', 'husband', 'loser', 'magazine', 'mission', 'pastrelationship', 'search', 'womanizer']",what'syournumber?,,5.6810727,7.37024,0,-9.254191,-20.254225,2.5438378,14,0.4064409,3.7317207,11,11.791767,7.491569,1
 Кот в сапогах (2011),90647,Puss in Boots (2011),417859,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']","['AntonioBanderas', 'BillyBobThornton', 'SalmaHayek', 'ZachGalifianakis']",6.4,Chris Miller,"['adventure', 'fairy-talefigure']",pussinboots,,8.8244705,5.7770114,1,5.601285,-12.195337,-12.432808,10,0.47896641,4.688932,1,9.357217,-12.127899,1
 Ограбление башни (2011),90717,Tower Heist (2011),59108,"['Action', 'Comedy']","['AlanAlda', 'BenStiller', 'CaseyAffleck', 'EddieMurphy']",5.8,Brett Ratner,"['apartment', 'billionaire', 'capercomedy', 'deceit', 'emptysafe', 'fbiagent', 'femaleagent', 'heistmovie', 'highrise', 'lobby', 'parade', 'planning', 'ponzischeme', 'recruiting', 'safecracker', 'skyscraper', 'thanksgiving']",towerheist,,8.069967,7.38569,1,-12.624798,8.190233,-15.790708,3,0.467132,3.9654489,11,2.3210604,11.308289,1
 Дж. Эдгар (2011),90719,J. Edgar (2011),88794,"['Crime', 'Drama', 'History']","['ArmieHammer', 'GeoffPierson', 'JoshHamilton', 'LeonardoDiCaprio']",6.0,Clint Eastwood,"['biography', 'fbidirector', 'historicalfigure']",j.edgar,,15.6144495,-11.635729,1,-8.071772,-4.442743,1.6359001,12,-0.07850784,3.5910258,11,-4.218247,-10.344679,0
 Старсакерс (2009),90769,Starsuckers (2009),40658,"['Documentary', 'Foreign']","['EllisCashmore', 'JosefdBache-Kane', 'MaxClifford', 'RichardCurtis']",6.2,Chris Atkins,[''],starsuckers,,8.66267,1.5316471,1,0.55349517,-7.884862,-5.0625896,0,-0.07239432,3.8597622,11,-7.799057,-11.326392,0
 Хьюго (2011),90866,Hugo (2011),44826,"['Adventure', 'Drama', 'Family']","['AsaButterfield', 'BenKingsley', 'ChloëGraceMoretz', 'SachaBaronCohen']",7.0,Martin Scorsese,"['3d', 'automaton', 'boy', 'clock', 'doberman', 'filmdirector', 'filmmaking', 'hiding', 'key', 'legbrace', 'library', 'love', 'orphan', 'robot', 'toy']",hugo,,3.1898935,31.025873,0,-8.254399,-0.8030357,-6.832352,5,-0.0047298316,4.1081996,11,10.388067,5.9598994,1
 Бессмертные (2011),90888,Immortals (2011),37958,"['Action', 'Drama', 'Fantasy']","['HenryCavill', 'IsabelLucas', 'KellanLutz', 'MickeyRourke']",5.7,Tarsem Singh,"['army', 'poison', 'poseidon', 'spear', 'zeus']",immortals,,5.9193716,2.293968,1,3.535039,-5.8540354,2.3922298,12,-0.07851531,3.9928513,11,13.116584,-1.4979732,1
 Джек и Джилл (2011),90890,Jack and Jill (2011),71880,['Comedy'],"['AdamSandler', 'AlPacino', 'EugenioDerbez', 'KatieHolmes']",4.1,Dennis Dugan,['duringcreditsstinger'],jackandjill,,5.850664,5.420098,1,-12.003901,15.815363,-13.065905,3,0.45935482,3.475918,11,-7.799057,-11.326392,0
 Как сумасшедший (2011),91079,Like Crazy (2011),60420,"['Drama', 'Romance']","['AntonYelchin', 'CharlieBewley', 'FelicityJones', 'JenniferLawrence']",6.4,Drake Doremus,"['blogger', 'chair', 'customs', 'parents', 'studentvisa']",likecrazy,,5.666028,9.044286,0,-9.358015,-13.215299,13.59973,13,-0.16139522,4.212047,11,8.379087,5.3916163,1
 Боевой конь (2011),91126,War Horse (2011),57212,"['Drama', 'War']","['BenedictCumberbatch', 'EmilyWatson', 'TobyKebbell', 'TomHiddleston']",7.0,Steven Spielberg,"['alcoholic', 'artillery', 'cavalry', 'execution', 'farmlife', 'horse', 'plowing', 'trapped', 'worldwari']",warhorse,,-14.968998,5.669751,0,0.7842286,-10.237899,2.884582,0,-0.25801268,3.8779736,11,11.56381,6.751114,1
 Счастливые ноги два (2011),91386,Happy Feet Two (2011),65759,"['Animation', 'Comedy', 'Family']","['E.G.Daily', 'ElijahWood', 'Pink', 'RobinWilliams']",5.8,George Miller,"['3d', 'aftercreditsstinger', 'musical', 'penguin']",happyfeettwo,,4.1035767,0.84868586,1,-4.6198378,-2.003358,-16.860966,9,0.9072782,5.271914,1,-15.037651,-1.7818091,0
 Артур Кристмас (2011),91414,Arthur Christmas (2011),51052,"['Animation', 'Comedy', 'Drama', 'Family']","['BillNighy', 'HughLaurie', 'JamesMcAvoy', 'JimBroadbent']",6.7,Barry Cook,"['christmas', 'duringcreditsstinger', 'holiday', 'santaclaus', 'womandirector']",arthurchristmas,,7.5599704,5.3315115,1,-7.2108936,-1.918503,-7.0849266,5,-0.29618806,3.8371627,11,-12.896813,-0.7134379,0
 Пуля в голову (2012),91483,Bullet to the Head (2012),70074,"['Action', 'Crime', 'Thriller']","['AdewaleAkinnuoye-Agbaje', 'SarahShahi', 'SungKang', 'SylvesterStallone']",5.2,Walter Hill,[''],bullettothehead,,2.3653715,5.4983087,0,14.578308,2.1465719,1.7772398,15,0.32921612,3.6569633,11,-7.799057,-11.326392,0
 Голодные игры (2012),91500,The Hunger Games (2012),70160,"['Adventure', 'Fantasy', 'ScienceFiction']","['JenniferLawrence', 'JoshHutcherson', 'LiamHemsworth', 'WoodyHarrelson']",6.9,Gary Ross,"['archery', 'basedonyoungadultnovel', 'blindness', 'bowandarrow', 'chariot', 'dystopia', 'femaleprotagonist', 'fictionaltvshow', 'game', 'glamour', 'hallucination', 'knifefight', 'knifethrowing', 'mineexplosion', 'roastedpig', 'sponsor']",thehungergames,,5.291967,5.1821113,1,18.378084,0.69308156,1.0988593,17,-0.026432492,3.4985113,11,-5.32039,-2.3618069,0
 Шерлок Холмс: Игра теней (2011),91542,Sherlock Holmes: A Game of Shadows (2011),58574,"['Action', 'Adventure', 'Crime', 'Mystery']","['JaredHarris', 'JudeLaw', 'NoomiRapace', 'RobertDowneyJr.']",7.0,Guy Ritchie,"['criminalmastermind', 'detectiveinspector', 'steampunk']",sherlockholmes:agameofshadows,,6.4934883,3.1703975,1,-0.5309851,-15.018499,-3.8136067,10,0.0032676684,4.411878,11,-23.419552,-3.010348,0
 Кориолан (2011),91571,Coriolanus (2011),101173,"['Drama', 'Thriller']","['AshrafBarhom', 'GerardButler', 'LubnaAzabal', 'RalphFiennes']",5.9,Ralph Fiennes,"['flag', 'general', 'market', 'rivalry', 'scar', 'senate', 'stabbing', 'tears', 'tragedy', 'truce', 'vote']",coriolanus,,3.0187366,31.182798,0,11.63568,9.514901,8.135806,19,-0.28695157,3.9991546,11,21.32761,-6.7268353,1
 Молодой взрослый (2011),91622,Young Adult (2011),57157,"['Comedy', 'Drama']","['CharlizeTheron', 'ElizabethReaser', 'PatrickWilson', 'PattonOswalt']",5.6,Jason Reitman,"['alcoholic', 'arresteddevelopment', 'darkcomedy', 'divorce', 'jealousy', 'writer']",youngadult,,3.3730588,7.6481543,0,-19.51495,10.796431,3.1497498,16,0.033279125,4.5495677,11,8.673036,-3.2664282,1
 Канун Нового года (2011),91628,New Year's Eve (2011),62838,"['Comedy', 'Romance']","['AshtonKutcher', 'CarlaGugino', 'KatherineHeigl', 'RobertDeNiro']",5.7,Garry Marshall,"['caterer', 'duringcreditsstinger', 'illustrator', 'multiplestorylines', 'newyearseve', 'pedicab', 'ticket', 'videoconferencing']",newyear'seve,,7.7990866,6.493245,1,-9.254191,-20.254225,2.5438378,14,0.69244146,4.5193644,11,-12.459324,0.8510325,0
 Миссия невыполнима: Протокол призраков (2011),91630,Mission: Impossible - Ghost Protocol (2011),56292,"['Action', 'Adventure', 'Thriller']","['JeremyRenner', 'PaulaPatton', 'SimonPegg', 'TomCruise']",6.8,Brad Bird,"['brokenarm', 'explosion', 'fight', 'imax', 'mission', 'nuclearthreat', 'sequel']",mission:impossible-ghostprotocol,,9.844692,4.375454,1,17.111319,2.298493,-2.1201468,17,0.35252336,4.7354436,1,18.47266,-2.5249486,1
 Мы купили зоопарк (2011),91653,We Bought a Zoo (2011),74465,"['Comedy', 'Drama', 'Family']","['ColinFord', 'MattDamon', 'ScarlettJohansson', 'ThomasHadenChurch']",6.5,Cameron Crowe,['zoo'],weboughtazoo,,3.833271,6.104669,0,-12.787214,-2.6646867,-6.9170465,5,-0.16261826,4.562479,11,6.6229315,-9.411538,1
 Элвин и бурундуки: Потерпевшие крушение (2011),91671,Alvin and the Chipmunks: Chipwrecked (2011),55301,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Music']","['AndyBuckley', 'DavidCross', 'JasonLee', 'JennySlate']",5.4,Mike Mitchell,"['chipmunk', 'cruiseship', 'overboard', 'sequel']",alvinandthechipmunks:chipwrecked,,7.232204,5.850947,1,-3.3057806,-0.85295624,-6.4743853,5,-0.26995376,4.170902,11,-1.8915503,-15.910771,0
 Бульвар Спасения (2011),91688,Salvation Boulevard (2011),51995,"['Action', 'Comedy', 'Drama', 'Thriller']","['EdHarris', 'JenniferConnelly', 'MarisaTomei', 'PierceBrosnan']",5.6,George Ratliff,"['churchservice', 'pastor', 'religion', 'spirituality']",salvationboulevard,,0.9745698,5.8096375,0,10.244696,6.9783545,-2.142346,1,0.073665634,4.4509864,11,15.152489,-7.7875957,1
 Контрабанда (2012),91842,Contraband (2012),77866,"['Action', 'Crime', 'Drama', 'Thriller']","['BenFoster', 'GiovanniRibisi', 'KateBeckinsale', 'MarkWahlberg']",6.1,Baltasar Kormákur,"['contraband', 'criminal', 'headwound', 'securityguard']",contraband,,5.9476676,10.475493,0,12.955965,4.0579224,0.080088094,15,0.34093317,4.8638053,1,-14.572616,-1.0184329,0
Радостный шум (2012),91873,Joyful Noise (2012),63574,"['Comedy', 'Music']","['DollyParton', 'JeremyJordan', 'KekePalmer', 'QueenLatifah']",6.7,Todd Graff,[''],joyfulnoise,,5.4734535,6.7528205,0,-8.0213175,5.0228176,-8.2123785,11,0.3980914,4.7295976,1,-7.799057,-11.326392,0
 Другой мир: Пробуждение (2012),91974,Underworld: Awakening (2012),52520,"['Action', 'Fantasy', 'Horror']","['KateBeckinsale', 'MichaelEaly', 'StephenRea', 'TheoJames']",6.1,Måns Mårlind,"['childvampire', 'daughter', 'fangvamp', 'hybrid', 'imax', 'labexperiment', 'vampire', 'werewolf', 'werewolfchild']",underworld:awakening,,5.615234,11.15342,0,0.12371099,-12.038403,-8.923569,10,-0.08798505,4.39328,11,11.734503,9.340694,1
 Человек на выступе (2012),91978,Man on a Ledge (2012),49527,"['Action', 'Crime', 'Thriller']","['EdHarris', 'ElizabethBanks', 'JamieBell', 'SamWorthington']",6.2,Asger Leth,"['deception', 'diamondheist', 'escapedprisoner', 'framedforacrime', 'negotiator', 'newyorkcity', 'rooftop']",manonaledge,,5.610736,11.424436,0,14.578308,2.1465719,1.7772398,15,0.28881332,5.3399734,1,-2.5542057,-14.536957,0
 Беспорядок (2011),92008,Haywire (2011),70435,"['Action', 'Thriller']","['BillPaxton', 'EwanMcGregor', 'GinaCarano', 'MichaelFassbender']",5.6,Steven Soderbergh,"['footchase', 'mercenary', 'rescue', 'secretagent', 'spanish']",haywire,,1.0792922,12.348861,0,16.263378,4.267985,5.1335187,8,0.5520501,4.4758596,11,8.481526,5.7661757,1
 Аполлон-18 (2011),92192,Apollo 18 (2011),50357,"['Horror', 'ScienceFiction', 'Thriller']","['AndrewAirlie', 'LloydOwen', 'RyanRobbins', 'WarrenChristie']",5.0,Gonzalo López-Gallego,"['alien', 'alieninfection', 'astronaut', 'barbecue', 'foundfootage', 'hammer', 'infection', 'mockumentary', 'moon', 'moonlanding', 'nasa']",apollo18,,8.30671,10.484886,0,20.124264,4.781625,6.96659,8,0.44537172,4.169782,11,3.6985414,15.818434,1
 Красные хвосты (2012),92234,Red Tails (2012),72431,"['Action', 'Adventure', 'Drama', 'History', 'War']","['BryanCranston', 'CubaGoodingJr.', 'DanielaRuah', 'DavidOyelowo']",5.9,Anthony Hemingway,"['fighterpilot', 'fighterplane', 'worldwarii']",redtails,,1.7292402,4.6738596,0,0.40302694,-10.693555,-2.3188157,0,0.33826777,4.3370004,11,-23.419552,-3.010348,0
 Один за деньги (2012),92264,One for the Money (2012),54054,"['Action', 'Comedy', 'Crime']","['DanielSunjata', 'JasonOMara', 'JohnLeguizamo', 'KatherineHeigl']",5.3,Julie Anne Robinson,"['bailjumper', 'basedonnovel', 'bountyhunter', 'framed', 'romance', 'womandirector']",oneforthemoney,,6.559276,8.334845,0,-3.2639823,-5.737108,-10.846434,5,0.14364874,4.159513,11,-0.88982385,-4.596689,1
 Могильные встречи (2011),92391,Grave Encounters (2011),50698,"['Horror', 'Thriller']","['AshleighGryzko', 'JuanRiedinger', 'MackenzieGray', 'SeanRogerson']",6.1,Colin Minihan,"['camcorder', 'foundfootage', 'ghosthunting', 'haunting', 'insaneasylum', 'labyrinth', 'mentalasylum', 'paranormal', 'paranormalinvestigation', 'psychiatrichospital', 'reality']",graveencounters,,5.478624,7.8852572,0,18.141804,2.007536,5.559298,8,0.42227384,5.2519937,1,0.29837212,-7.8012805,1
 Хроника (2012),92420,Chronicle (2012),76726,"['Drama', 'ScienceFiction', 'Thriller']","['AlexRussell', 'DaneDeHaan', 'MichaelB.Jordan', 'MichaelKelly']",6.6,Josh Trank,"['abuse', 'aftercreditsstinger', 'bittersweet', 'comingofage', 'foundfootage', 'friendship', 'loneliness', 'outcast', 'seattle', 'student', 'superpower', 'teenager', 'telekinesis']",chronicle,,6.1664243,7.520166,0,13.806682,9.282052,9.289499,19,0.17299922,4.888269,1,0.59265375,14.122183,1
 Безопасный дом (2012),92507,Safe House (2012),59961,"['Action', 'Thriller']","['DenzelWashington', 'JoelKinnaman', 'RyanReynolds', 'VeraFarmiga']",6.3,Daniel Espinosa,"['capetownsouthafrica', 'cia', 'rogueagent', 'safehouse', 'soccerstadium', 'violence']",safehouse,,7.7436366,9.670956,0,16.263378,4.267985,5.1335187,8,0.17970562,5.1857023,1,-3.7023072,-11.801781,0
" Для приятного времяпрепровождения, позвоните... (2012)",92665,"For a Good Time, Call... (2012)",84200,['Comedy'],"['AriGraynor', 'JustinLong', 'LaurenMiller', 'MarkWebber']",5.8,Jamie Travis,"['bestfriend', 'crudehumor', 'dirtyjoke', 'innuendo', 'phonesex']","foragoodtime,call...",,6.373521,7.0779724,0,-12.003901,15.815363,-13.065905,3,0.25134754,4.7486916,11,-26.001162,0.740058,0
 Путешествие 2: Таинственный остров (2012),92681,Journey 2: The Mysterious Island (2012),72545,"['Action', 'Adventure', 'ScienceFiction']","['DwayneJohnson', 'JoshHutcherson', 'KristinDavis', 'VanessaHudgens']",5.8,Brad Peyton,"['3d', 'duringcreditsstinger', 'missingperson', 'mission', 'mysteriousisland']",journey2:themysteriousisland,,9.532065,2.1486585,1,17.111319,2.298493,-2.1201468,17,0.12755649,5.4578104,1,-13.744964,2.4795434,0
 Призрачный гонщик: Дух мести (2012),92938,Ghost Rider: Spirit of Vengeance (2012),71676,"['Action', 'Fantasy', 'Thriller']","['CiaránHinds', 'FergusRiordan', 'NicolasCage', 'ViolantePlacido']",4.7,Brian Taylor,"['biker', 'darkhero', 'devil', 'easterneurope', 'ghostrider', 'marvelcomic', 'monk', 'motorcycle', 'skeleton', 'superhero']",ghostrider:spiritofvengeance,,8.423767,5.227529,1,19.36743,0.015273988,-1.8686702,17,-0.17773047,4.634142,11,13.1075115,-3.5399384,1
 Акт доблести (2012),93297,Act of Valor (2012),75674,"['Action', 'Thriller', 'War']","['EmilioRivera', 'GonzaloMenendez', 'NestorSerrano', 'RoselynSánchez']",6.3,Mike McCoy,"['counterplot', 'duringcreditsstinger', 'heroism', 'militarylife', 'nationalsecurity', 'navy', 'navylife', 'navyseal', 'pistol', 'pregnantwife', 'scubadiving', 'secretplot', 'silverstar', 'submarine', 'terroristplot', 'valor']",actofvalor,,7.34057,5.687618,1,11.852777,-4.5971136,3.038485,15,1.0498658,4.9916186,1,-12.043816,9.611659,0
 Это означает войну (2012),93326,This Means War (2012),59962,"['Action', 'Comedy', 'Romance']","['ChrisPine', 'LauraVandervoort', 'ReeseWitherspoon', 'TomHardy']",5.9,McG,"['dating', 'dogshelter', 'explodingairplane', 'friendship', 'karateclass', 'lovetriangle', 'onlinedating', 'stable', 'sushibar']",thismeanswar,,1.87189,6.5802326,0,-5.1251206,-21.91803,-2.9170675,14,0.7589752,5.0350676,1,-3.1623983,5.573041,1
 Джон Картер (2012),93363,John Carter (2012),49529,"['Action', 'Adventure', 'ScienceFiction']","['LynnCollins', 'SamanthaMorton', 'TaylorKitsch', 'WillemDafoe']",6.1,Andrew Stanton,"['19thcentury', '3d', 'alien', 'alienrace', 'basedonnovel', 'edgarriceburroughs', 'escape', 'mars', 'marscivilization', 'martian', 'medallion', 'princess', 'spacetravel', 'steampunk', 'superhumanstrength', 'swordandplanet']",johncarter,,6.4500184,4.876948,1,17.111319,2.298493,-2.1201468,17,0.728066,4.933547,1,-13.455691,17.169182,0
" Джамп-стрит, 21 (2012)",93510,21 Jump Street (2012),64688,"['Action', 'Comedy', 'Crime']","['BrieLarson', 'ChanningTatum', 'DaveFranco', 'JonahHill']",6.7,Phil Lord,"['basedontvseries', 'buddycomedy', 'buddycop', 'crudehumor', 'duringcreditsstinger', 'highschool', 'malefriendship', 'parody', 'undercovercop']",21jumpstreet,,9.226846,7.226618,1,-3.2639823,-5.737108,-10.846434,5,-0.07975693,4.4409294,11,-16.367653,-1.8527553,0
" Джефф, Кто живет дома (2012)",93512,"Jeff, Who Lives at Home (2012)",82532,"['Comedy', 'Drama']","['EdHelms', 'JasonSegel', 'JudyGreer', 'SusanSarandon']",6.1,Jay Duplass,"['basement', 'destiny', 'glue', 'mumblecore', 'slacker', 'stoner', 'wrongnumber']","jeff,wholivesathome",,6.136439,8.114309,0,-19.51495,10.796431,3.1497498,16,0.2418396,5.485793,1,-6.5101624,0.8987107,0
 Локаут (2012),93563,Lockout (2012),81796,"['Action', 'ScienceFiction', 'Thriller']","['GuyPearce', 'JosephGilgun', 'LennieJames', 'MaggieGrace']",5.8,Stephen St. Leger,"['antihero', 'collisioninspace', 'convict', 'dementia', 'future', 'interrogation', 'space', 'spacestation', 'usapresident', 'year2079']",lockout,,2.0681202,11.737504,0,18.693333,6.7124577,5.8964796,8,0.65601754,4.4686446,11,2.379191,6.2920465,1
 Космический линкор Ямато (2010),93610,Space Battleship Yamato (2010),61984,['ScienceFiction'],"['HiroyukiIkeuchi', 'MeisaKuroki', 'TakuyaKimura', 'ToshirōYanagiba']",6.3,Takashi Yamazaki,[''],spacebattleshipyamato,,6.828845,9.737905,0,15.462133,4.3917923,11.865404,4,0.3124864,5.5957913,1,-7.799057,-11.326392,0
 Девицы в беде (2011),93723,Damsels in Distress (2011),82533,"['Comedy', 'Romance']","['AnaleighTipton', 'CarrieMacLemore', 'GretaGerwig', 'MegalynEchikunwoke']",5.6,Whit Stillman,"['college', 'femalefriendship', 'youngadult']",damselsindistress,,3.5933652,6.8066673,0,-9.254191,-20.254225,2.5438378,14,1.1561095,5.099683,1,-2.40841,-11.683291,0
 Гнев титанов (2012),93766,Wrath of the Titans (2012),57165,['Adventure'],"['EdgarRamírez', 'LiamNeeson', 'RalphFiennes', 'SamWorthington']",5.5,Jonathan Liebesman,"['3d', 'ancientgreece', 'ares', 'basedongreekmyth', 'gods', 'greekmythology', 'hades', 'mythology', 'perseus', 'underworld', 'zeus']",wrathofthetitans,,3.3668635,8.087154,0,1.8521273,-2.6358848,-2.724853,12,0.44072866,5.340001,1,-5.63344,15.869944,0
 Заочное (2011),93819,Absentia (2011),74777,"['Horror', 'Mystery', 'Thriller']","['CourtneyBell', 'DaveLevine', 'KatieParker', 'MorganPeterBrown']",5.8,Mike Flanagan,"['declareddead', 'pregnancy', 'returnedalive']",absentia,,7.9662313,1.3104525,1,17.380835,0.9106286,1.9244947,17,0.53251857,5.4146895,1,-5.385858,-0.72730947,0
 Зеркало Зеркало (2012),94015,Mirror Mirror (2012),62764,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'ScienceFiction']","['ArmieHammer', 'JuliaRoberts', 'LilyCollins', 'NathanLane']",5.5,Tarsem Singh,"['attemptedmurder', 'blackmagic', 'cockroach', 'duringcreditsstinger', 'enchantress', 'evilplot', 'evilqueen', 'fairytale', 'financialproblem', 'gala', 'goodvsevil', 'halfnakedman', 'insecurity', 'mirror', 'pendant', 'returningmoney', 'snowkingdom', 'snowwhite', 'villainess', 'womanfightsman']",mirrormirror,,5.922385,2.2872145,1,11.96898,3.7694654,-2.7906716,1,0.17297982,5.1913605,1,-9.822634,11.454697,0
